Id,SalePrice
2737,107267.95
2738,124128.65
2739,151511.29
2740,141227.52
2741,152778.77
2742,172884.94
2743,159838.03
2744,163233.74
2745,152083.18
2746,122824.14
2747,171207.55
2748,121508.21
2749,134652.06
2750,112516.64
2751,130624.97
2752,218045.66
2753,141672.85
2754,219271.46
2755,138338.23
2756,77301.07
2757,72318.04
2758,73043.73
2759,156874.34
2760,128924.18
2761,139369.98
2762,131342.37
2763,188298.35
2764,171800.78
2765,277467.18
2766,116324.53
2767,73492.96
2768,116127.35
2769,139296.02
2770,158325.67
2771,106377.18
2772,102153.7
2773,180922.25
2774,149250.02
2775,117242.04
2776,145283.31
2777,155284.13
2778,125557.38
2779,123705.57
2780,102180.98
2781,88421.32
2782,93861.33
2783,90214.69
2784,125961.49
2785,138648.17
2786,51552.48
2787,128612.93
2788,59767.74
2789,181869.39
2790,84627.12
2791,117215.73
2792,53629.1
2793,157564.64
2794,97746.78
2795,128977.64
2796,87569.26
2797,222454.28
2798,122908.91
2799,117888.87
2800,70209.56
2801,114719.05
2802,131809.64
2803,172674.07
2804,145469.2
2805,108476.54
2806,79008.4
2807,172396.31
2808,155063.0
2809,122070.78
2810,132740.79
2811,167244.72
2812,179516.39
2813,155719.32
2814,148100.83
2815,100774.44
2816,207306.13
2817,150491.98
2818,125232.13
2819,194296.74
2820,135074.9
2821,115485.85
2822,196105.07
2823,299889.49
2824,167926.19
2825,167047.51
2826,138541.41
2827,139619.34
2828,248729.58
2829,211827.87
2830,215445.79
2831,191841.15
2832,230436.52
2833,308624.63
2834,232232.43
2835,228871.59
2836,204972.31
2837,168519.21
2838,145444.04
2839,176412.89
2840,198201.51
2841,203622.61
2842,227190.3
2843,149224.93
2844,166128.69
2845,127412.1
2846,203140.38
2847,198613.81
2848,209520.01
2849,209599.43
2850,270159.55
2851,226152.67
2852,228140.21
2853,239180.18
2854,146455.1
2855,206148.92
2856,204629.18
2857,198871.77
2858,209907.7
2859,90161.42
2860,121386.93
2861,140291.37
2862,198816.14
2863,138166.92
2864,257681.83
2865,147411.59
2866,156008.57
2867,95022.78
2868,92151.91
2869,102833.35
2870,119770.79
2871,83768.18
2872,10444.19
2873,83762.39
2874,145966.41
2875,122772.7
2876,177930.58
2877,143749.33
2878,170172.35
2879,124543.3
2880,103605.97
2881,130841.43
2882,175683.4
2883,187921.91
2884,209445.02
2885,186067.09
2886,232208.79
2887,119828.66
2888,143964.3
2889,41536.02
2890,76627.65
2891,147160.5
2892,47642.88
2893,93761.37
2894,29251.39
2895,342304.82
2896,299951.55
2897,213198.73
2898,154085.67
2899,236758.5
2900,154162.26
2901,212220.75
2902,198311.44
2903,302090.54
2904,339382.28
2905,81602.98
2906,209839.86
2907,121650.13
2908,123104.76
2909,140231.72
2910,64049.62
2911,73088.59
2912,153319.83
2913,78644.91
2914,64288.21
2915,78625.03
2916,84518.6
2917,176594.56
2918,107356.87
2919,220732.38
